序号,单词,释义
3341,obtain,vt.获得得到买到vi.通用流行存在
3342,obvious,adj.明显的显而易见的
3343,obviously,adv.明显地显然地
3344,occasion,n.场合时刻时机机会理由vt.致使惹起引起
3345,occasional,adj.偶然的临时的不时的
3346,occasionally,adv.偶然非经常地
3347,occupation,n.占领占据侵占职业居住
3348,occupy,vt.占领占占有占据使忙碌居住担任
3349,occur,vi.发生出现存在想到
3350,occurrence,n.发生出现事件
3351,ocean,n.海洋洋大量
3352,Oceania,n.大洋洲
3353,o'clock,ad.=of the clock...点钟
3354,October,n.十月
3355,odd,adj.奇数的单只的古怪的剩余的
3356,odor,"n. 气味,名声,味"
3357,odour,n.气味香气味道=odor(美)
3358,of,prep.出生于住在关于...的由于
3359,off,adv.(离)开(停)止出发距离隔断分割不继续运行下台adj.远的休假的空闲的落后懈怠的prep.离开脱落下班vi.离开走开
3360,offence,n.犯罪，犯规；冒犯
3361,offend,vt.冒犯犯罪vi.犯过错令人不适违反
3362,offensive,a.冒犯的；进攻的
3363,offer,vt.提供提出出价贡献奉献vi.提议出现求婚n.提供出价
3364,office,n.办公室职务事务处局社
3365,officer,n.官员干事军官vt.提供官员指挥
3366,official,adj.官员的官方的正式的有权威的n.官员
3367,offset,n.分支，抵销 vt.抵销
3368,offspring,n.儿女，子孙，后代
3369,often,adv.经常常常
3370,oh,int.嗬哦唉呀
3371,oil,n.油石油油画颜料奉承话vt.加油于涂油溶化
3372,okay,(缩作OK)adv.&adj.<表示同意或允许>对好同意vt.同意
3373,old,a.老的某年龄的以前的陈旧的熟悉的成熟的...岁的n.古时某年龄
3374,omit,vt.省略省去遗漏疏忽
3375,on,"prep. 在...上在...旁由...支撑着在(某一天)  使用根据,开adv. 穿着向前(移动) 表示持续性adj.  表示已连接、处于工作状态或使用中表示发生值班abbr. =Ontario安大略湖"
3376,once,adv.一次曾经n.一次conj.一旦
3377,one,num.一pron.一个人某人任何人n.一第一个一美元纸币adj.单一的某一个同一种类的同意的唯一的
3378,oneself,pron.自己亲自
3379,onion,n.洋葱洋葱头
3380,only,adv.只仅仅专门地唯一地刚才adj.最好的唯一的出众的conj.除非但是然而毕竟
3381,onto,prep.到...上
3382,opaque,a.不透明的；不传导的
3383,open,adj.开的开着的开放的公开的vt.开打开公开开放开始vi.开通行大叫n.公开户外空旷
3384,opening,adj.开始的n.开始开口揭幕空缺的职务动词open的现在分词
3385,opera,n.歌剧挪威Opera软件公司的浏览器软件
3386,operate,vi.操作施行手术运转vt.起作用动手术
3387,operation,n.操作手术运算行动活动
3388,operational,adj.操作上的可使用的运作的
3389,operator,n.操作人员接线员管理者技工报务员
3390,opinion,n.意见看法主张判断
3391,opponent,n.对手敌手对抗者反对者adj.敌对的反对的
3392,opportunity,n.机会时机良机
3393,oppose,vt.反对反抗以...对抗抗争
3394,opposite,adj.对面的相对的相反的n.对立物对立者对手adv.在对面地处于相反位置地prep.在...对面
3395,oppress,vt.压迫，压制；压抑
3396,optical,adj.眼的眼睛的视觉的光学的
3397,optimism,n.乐观，乐观主义
3398,optimistic,adj.乐观的乐观主义的
3399,optimum,n.最适条件，最适度
3400,option,n.选择选择权可选物vt.选择
3401,optional,adj.可以任意选择的
3402,or,conj.或或者即还是否则
3403,oral,adj.口头的口的n.口试
3404,orange,n.橙(树)柑(树)橙黄色adj.橙色的
3405,orbit,n.运行轨道势力范围眼眶轨迹vt.环绕绕轨道而行进入轨道vi.盘旋
3406,orchestra,n.管弦乐队
3407,order,n.次序整齐勋章阶级决议订单命令vt.命令调整定购
3408,orderly,adj.整洁的有秩序的一丝不苟的和平的adv.有秩序地有条理地依次地n.勤务兵(医院的)勤务工
3409,ordinary,adj.平常的平凡的普通的
3410,ore,n.矿矿石矿砂
3411,organ,n.器官机构管风琴机关报刊
3412,organic,adj.有机体的器官的根本的接近自然的n.有机物质
3413,organism,n.生物体有机体
3414,organization,n.组织团体机构adj.有组织的
3415,organize,vt.组织编组vi.组织起来
3416,orient,n.东方；亚洲，远东
3417,oriental,a.东方的；东方国家的
3418,orientation,n.向东；定位；方向
3419,origin,n.起源由来出身
3420,original,adj.最初的新颖的原始的有独创性的原版的n.原件原稿有独创性的人怪人
3421,originate,vi.发源 vt.首创
3422,ornament,n.装饰物 vt. 装修
3423,orphan,n.孤儿adj.无双亲的孤儿的vt.成孤儿
3424,Orthodox,"a. 正统的,传统的,惯常的"
3425,other,adj.另外的别的其余的pron.另一个人(或事)n.其他人(或事)adv.否则不同地
3426,otherwise,adv.另外要不然否则不同地在不同方面pron.其他adj.不同的
3427,ought,v.aux.应当应该conj.应该大概
3428,ounce,n.盎司英两
3429,our,pron.我们的adj.我们的
3430,ours,pron.我们的
3431,ourselves,pron.我们自己
3432,out,adv. 出在外向外出现现出来离岸外出出去出局用尽完成结束adj.  外面的向外的落伍的不做考虑的vt. 释放出结露vi. 揭发prep.  向外通过n. 外面在野者下台者出局的一击
3433,Outbreak,n.(战争、愤怒等)爆发
3434,outcome,n.结果后果成果
3435,outdoor,adj.户外的室外的野外的露天的
3436,outdoors,adv.在户外在野外n.露天野外名词outdoor的复数形式
3437,outer,adj.外部的外面的
3438,outlet,n.出口出路通风口批发商店排遣
3439,outline,n.轮廓略图大纲概要素描vt.描画轮廓描述要点
3440,outlook,n.观点看法展望前景景色
3441,output,n.产量输出量输出输出功率输出端vt.输出(信息等)
3442,outset,n.开始开端
3443,outside,n.外部外表adj.外部的adv.在外面prep.在...外pron.在...外边
3444,outskirt,n.外边郊区
3445,outstanding,adj.突出的杰出的显著的未支付的
3446,outward,adj.外面的向外的表面的外部的adv.向外在外表面
3447,outwards,adv.向外在外外表上往海外=outward
3448,oval,a.卵形的 n.卵形
3449,oven,n.炉灶烘箱烤炉
3450,over,prep.在...上方超过表示能控制在...期间adj.结束的超过的多余的adv.结束落下穿过完全覆盖vt.越过
3451,overall,n.工装裤防护服罩衫adj.全面的全部的全体的一切在内的adv.总的来说全部地
3452,overcoat,n.外衣大衣
3453,overcome,vt.战胜克服(感情等)压倒使受不了vi.获胜赢
3454,overflow,vt.从…中溢出
3455,overhead,adj.在头顶上的架空的高架的n.经常开支普通用费adv.在头顶上在空中在高处
3456,overhear,vt.偶然听到；偷听
3457,overlap,vt.与…交搭 vi.重迭
3458,overlook,vt.眺望俯瞰远眺看漏放任没注意到忽视n.高出
3459,overnight,adv.一夜昨晚一晚上突然adj.通宵的晚上的前夜的n.前晚
3460,overseas,adv.在海外adj.在海外的
3461,Overt,"a. 明显的,公然的"
3462,overtake,vt.追上赶上压倒突然来袭
3463,overthrow,vt.推翻 n.推翻，瓦解
3464,overtime,adj.超时的加班的adv.在规定时间之外(超出时间地)n.加班时间(加班加点费)
3465,overwhelm,vt.压倒，使不知所措
3466,owe,vt.欠(债等)应把...归功于vi.欠钱
3467,owl,n.猫头鹰枭
3468,own,adj.自己的嫡亲的vt.有拥有承认vi.承认pron.自己的
3469,owner,n.物主所有人
3470,ownership,n.所有(权)所有制
3471,ox,n.牛公牛阉牛
3472,oxide,n.氧化物
3473,P.M.,n.下午午后abbr.下午(=post meridiem
3474,pamphlet,n.小册子
3475,panic,n.恐慌，惊慌
3476,paradise,n.伊甸乐园；天堂
3477,paradox,"n. 似非而是的论点,自相矛盾的话"
3478,paralyze,"vt. 使瘫痪,使麻痹"
3479,parameter,n.参(变)数；参量
3480,participant,n.参加者 a.有份的
3481,partition,n.分开，分割；融墙
3482,pastime,n.消遣，娱乐
3483,pasture,n.牧场；牲畜饲养
3484,patent,a.专利的 n.专利
3485,pathetic,a.哀婉动人的；可怜的
3486,patriotic,a.爱国的
3487,patrol,n.巡逻 n.巡逻，巡查
3488,pave,vt.铺，筑(路等)
3489,pearl,n.珍珠；珍珠母
3490,pedal,n.踏脚，踏板，脚蹬
3491,pedestrian,n.行人，步行者
3492,peel,vt.剥(皮)，削(皮)
3493,peer,vi.凝视；隐约出现
3494,penalty,n.处罚，刑罚；罚款
3495,Pendulum,n.(钟等的)摆
3496,pension,n.抚恤金，年金
3497,perception,n.感觉；概念；理解力
3498,perfection,n.尽善尽美；无比精确
3499,perfume,n.香味，芳香；香料
3500,periodic,n.周期的；一定时期的
3501,periodical,n.期刊，杂志
3502,perish,vi.死亡，夭折；枯萎
3503,Permeate,"vt. 弥漫,渗透,充满 vi. 透入"
3504,Permissible,a. 可允许的
3505,perpetual,a.永久的；四季开花的
3506,perplex,vt.迷惑，困惑，难住
3507,Persistent,"a. 固执的, 坚持的, 持续的"
3508,pest,n.害虫；害人虫
3509,petition,n.请愿 vt.向…请愿
3510,petty,a.细小的；器量小的
3511,phase,n.阶段时期局面方面相位vt.逐步执行实行按计划进行
3512,phenomenon,n.现象非凡的人或事物
3513,philosopher,n.哲学家思想家达观者
3514,philosophy,n.哲学哲理人生观
3515,phone,"n.电话电话机耳机,音素v.打电话suf.表示“声音说...语言的人”"
3516,photograph,n.照片相片vi.照相摄影vt.给...照相
3517,photographic,adj.摄影的摄影用的逼真的
3518,phrase,n.短语习惯用语个人风格乐句vt.措词表达将(乐曲)分成乐句(来演奏)
3519,physical,adj.身体的物质的物理的n.体检
3520,physician,n.医生内科医生
3521,physicist,n.物理学家<古>自然科学家
3522,physics,n.物理学
3523,Physiological,"a. 生理学的, 生理学上的"
3524,piano,n.钢琴adj. & adv.轻柔
3525,pick,n.镐鹤嘴锄采摘精选精品收获量vt.拾摘挑选挑惕剔除戳撬vi.慎选凿吹毛求疵采收采摘
3526,picnic,n.郊游野餐愉快的时间猪脊肉vi.野餐
3527,picture,n.画图片照片景色vt.画描写想像
3528,pie,n.(西点)馅饼派杂乱喜鹊爱说话的人饼图vt.弄乱
3529,piece,n.碎片块片篇vt.拼合修补结合
3530,pierce,vt.剌穿穿透洞悉vi.穿入n. 皮尔斯
3531,pig,n.猪小猪野猪
3532,pigeon,n.鸽子
3533,pile,n.堆桩大量核反应堆vt.堆叠堆积累积装载vi.形成堆拥挤进入
3534,pill,n.药丸丸剂无法逃避的讨厌事屈辱事vt.服用药丸把...制成药丸被抢劫vi.起球粒成丸状阶段性完成
3535,pillar,n.柱柱子栋梁支柱核心(人物)vt.用柱支持
3536,pillow,n.枕头vt.枕搁垫
3537,pilot,n.领航员飞行员引航员vt.领航驾驶向导adj.引导的示范的
3538,pin,n.针饰针大头针拴(有别针的)徽章小东西(复数)腿别住vt.将...用针别住钉住压住adj.别针的
3539,pinch,vt.捏拧掐掉一撮少量困苦偷窃vt.掐使...困苦偷窃
3540,pine,n.松树松木vi.消瘦憔悴渴望
3541,pink,n.粉红色石竹花典范adj.粉红色的激进的vt.刺
3542,pint,n.品脱
3543,pioneer,n.拓荒者先驱者先锋vt.提倡开辟vi.做先驱
3544,pipe,n.管子导管烟斗笛vt.以管输送装管道吹奏尖声说拷边vi.吹奏管乐尖叫
3545,pipeline,n.管道管线
3546,pistol,n.手枪vt.用手枪射击
3547,pit,n.坑地坑煤矿深坑核矿井陷阱英国剧场正厅后排凹陷疤痕vt.使...有伤痕去...的核与...较量
3548,pitch,n.沥青树脂松脂n.程度投掷球场音高vt.投掷颠簸扎牢搭帐篷定调vi.用沥青覆盖投掷
3549,pity,n.怜悯遗憾遗憾的事vt.同情怜悯
3550,place,n.地方地点住所职位获奖的名次vt.放置任命安排vi.获得名次
3551,plague,n.瘟疫，鼠疫；天灾
3552,plain,n.平原草原adj.清楚的坦白的简单的平坦的平常的纯的
3553,plan,n.计划策略方法vt.计划设计打算vi.打算
3554,plane,n.平面飞机刨子(动植物的)属adj.平的与飞机有关的vt.磨平刨vi.开飞机
3555,planet,n.行星
3556,plant,n.植物工厂设施设备vt.栽种种植建立设立
3557,plantation,n.种植园大农场殖民地栽植
3558,plaster,n.灰泥硬膏熟石膏膏药v.涂以灰泥敷以膏药使...平
3559,plastic,adj.可塑料的可塑的体态好的n.塑料(外科)整形的信用卡
3560,plate,n.板片盘碟金属板板块vt.镀金电镀为...制印版给...装钢板用金属板固定
3561,plateau,n.高原；平稳时期
3562,platform,n.平台站台讲台月台坛计划
3563,Plausible,"a. 似乎真实的, 似乎合理的"
3564,play,vi.玩游戏演奏进行比赛播放捉弄假装n.游戏游玩剧本比赛比赛中的动作影响
3565,player,n.游戏的人比赛者演奏者演员播放器
3566,playground,n.操场运动场
3567,plea,n.请愿，请求，恳求
3568,plead,vt.为…辩护 vi.抗辩
3569,pleasant,adj.令人愉快的舒适的vi.满意喜欢vt.使高兴
3570,please,vt.取悦使高兴合心意请vi.取悦满意adv.请
3571,pleasure,n.愉快快乐乐事vt.使高兴vi.享受快乐高兴
3572,pledge,n.誓言 vt.使发誓
3573,plentiful,adj.丰富的富裕的多的
3574,plenty,n.丰富充足大量繁荣adj.充足的adv.非常
3575,plot,n.小块土地阴谋情节图vt.密谋绘图计划标示位置
3576,plough,n.犁耕地vt. &vi.犁耕用犁耕田耕犁
3577,pluck,vt.采摘拉下猛拉拔n.拉猛拉勇气动物内脏
3578,plug,n.塞子插头消防拴电插头vt.塞射杀宣传vi.射杀持续的工作
3579,plunge,vt.使投入使陷入vi.投入骤降使...陷入全神贯注于n.突然跌落跳水
3580,plural,adj.复数的n.复数
3581,plus,prep.加加上另外adj.正的略高于n.加号正号优势conj.并且
3582,pocket,n.衣袋口袋钱袋袖珍的vt.装...在口袋里隐藏私吞adj.小型的钱的
3583,poem,n.诗韵文诗体文
3584,poet,n.诗人
3585,poetry,n.诗诗歌诗作
3586,point,n.点要点细目分尖端细节目标
3587,poison,n.毒毒药败坏道德之事毒害vt.毒害摧毁中毒adj.有毒的
3588,poisonous,adj.有毒的有害的恶意的
3589,poke,vt.戳，刺；伸(头等)
3590,polar,a.南(北)极的；极性的
3591,pole,n.杆柱极(点)磁极电极vt.跳支撑vi.用篙撑船
3592,police,n.警察警察当局警方vt.管辖维持治安
3593,policeman,n.警察
3594,policy,n.政策方针保险单
3595,polish,vt.磨光擦亮使优美推敲完善vi.变光亮n.光泽上光剂优雅精良
3596,Polish,adj.波兰的波兰人的波兰语的n.波兰语
3597,polite,adj.有礼貌的有教养的客气的
3598,political,adj.政治的政治上的政党的派系斗争的有政治头脑的
3599,politician,n.政治家政客
3600,politics,n.政治政治学政纲政策政治活动政见
3601,poll,n.投票 vi.投票
3602,pollute,vt.弄脏污染沾污
3603,pollution,n.污染污染物
3604,pond,n.池塘vt.堵河成湖vi.形成池塘
3605,ponder,vt.考虑 vi.沉思
3606,pool,n.水塘游泳池水池撞球共用物vi.形成池塘vt.集中积累
3607,poor,adj.贫穷的贫乏的可怜的缺乏的拙劣的
3608,pop,n. 流行音乐流行歌曲流行文化艺术取出砰的一声爆破声(尤用作称呼)爸adj. 流行的热门的通俗的vt. 取出发出爆裂声突然伸出击打开火vi. 发出砰的一声(因激动、惊奇)张大adv. 突然间地暴发地POP abbr.=point of purchasePOP abbr.=population 人口
3609,Pope,n.(罗马天主教的)教皇
3610,popular,adj.民众的流行的有销路的
3611,population,n.人口全体居民
3612,porch,n.门廊，入口处
3613,pore,n.毛孔，气孔，细孔
3614,pork,n.猪肉联邦或州政府用以笼络人心的工程或款项
3615,porridge,n.粥麦片粥
3616,port,n.港港口舱门码头机场(船飞机的)左舷
3617,portable,adj.轻便的手提的n.便携的东西
3618,porter,n.搬运工人门房(火车卧铺车厢或豪华车厢的)乘务员(医院商店中的)清洁工(旧时)黑啤酒波特(人名)
3619,portion,n.一部分一分份命运分担的责任
3620,portrait,n.消像画像adj.(文件页面)竖的
3621,portray,"vt. 描绘,描写,描写...的肖像,"
3622,Portugal,n.葡萄牙
3623,Portuguese,n.葡萄牙人葡萄牙语adj.葡萄牙的葡萄牙人的葡萄牙语的
3624,pose,vi.假装，摆姿势 n.姿势
3625,position,n.位置职位姿势状态立场vt.安置决定...的位置
3626,positive,adj.确定的积极的肯定的绝对的正面的正数的阳性的
3627,possess,vt.占用拥有(财产)持有支配
3628,possession,n.有财产拥有所有占有物
3629,possibility,n.可能可能的事可能性潜在的价值
3630,possible,adj.可能的可能存在的
3631,possibly,adv.可能地也许
3632,post,n.柱桩杆标竿邮件邮政邮寄职位岗位哨所vt.贴出邮递发布布置
